Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),Molecular Weight(pg/µL),Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected
A01,STD10E4,STD,,,Neomel_Cytb,3957.41577148438,,Manual,Droplets Analyzed Manually,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,79148.3125,,,4051.099609375,3870.64477539063,18293,17660,633,0,0,0,0,,,,,,,,,9875.01953125,,,6.18336211981157,4.83236739375881,,,,,,,,,,,,11860.9468172689,9031.07269451027,11763.0235504616,,,,,4004.28125,3912.345703125,,,,,,,,,,,,,No
A02,SAFIPO_smpl,,,,Neomel_Cytb,0.0588397085666656,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,1.17679417133331,,,0.281044989824295,0.0024712085723877,19995,1,19994,0,0,0,0,,,,,,,,,10781.060546875,,,,10.5457970316542,,,,,,,,,,,,10957.7119140625,9027.42167095929,9027.51820960611,,,,,0.146457493305206,0.0159452706575394,,,,,,,,,,,,,No
A03,SAFIPO_smpl,,,,Neomel_Cytb,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.193649187684059,0,18203,0,18203,0,0,0,0,,,,,,,,,11724.013671875,,,,11.2504957425181,,,,,,,,,,,,,9706.31942064838,9706.31942064838,,,,,0.0884825959801674,0,,,,,,,,,,,,,No
A04,SAFIPO_smpl,,,,Neomel_Cytb,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.174529254436493,0,20197,0,20197,0,0,0,0,,,,,,,,,12210.5908203125,,,,16.3292311196249,,,,,,,,,,,,,9257.72320717108,9257.72320717108,,,,,0.0797466337680817,0,,,,,,,,,,,,,No
A05,SAFIPO_smpl,,,,Neomel_Cytb,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.188079580664635,0,18742,0,18742,0,0,0,0,,,,,,,,,11304.55078125,,,,16.0055460879137,,,,,,,,,,,,,8499.95897556916,8499.95897556916,,,,,0.0859378427267075,0,,,,,,,,,,,,,No
B01,STD10E3,STD,,,Neomel_Cytb,372.935363769531,,Manual,Droplets Analyzed Manually,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,7458.70703125,,,383.057495117188,362.899566650391,19524,5304,14220,0,0,0,0,,,,,,,,,9687.1005859375,,,8.01700900233418,5.53669455897731,,,,,,,,,,,,11595.2716865367,8786.50662843514,9549.55159197594,,,,,378.088806152344,367.804382324219,,,,,,,,,,,,,No
B02,SAFIPO_smpl,,,,Neomel_Cytb,0.0598849914968014,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,1.19769978523254,,,0.286038219928741,0.00251510832458735,19646,1,19645,0,0,0,0,,,,,,,,,10297.8388671875,,,,7.51788154489908,,,,,,,,,,,,10717.6884765625,9098.79694444555,9098.87934755723,,,,,0.149059399962425,0.0162285305559635,,,,,,,,,,,,,No
B03,SAFIPO_smpl,,,,Neomel_Cytb,0.0618137717247009,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,1.23627543449402,,,0.295251846313477,0.00259611313231289,19033,1,19032,0,0,0,0,,,,,,,,,11724.013671875,,,,17.4644235616343,,,,,,,,,,,,12664.103515625,8924.66833709037,8924.86480822884,,,,,0.153860494494438,0.0167512111365795,,,,,,,,,,,,,No
B04,SAFIPO_smpl,,,,Neomel_Cytb,0.057376217097044,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,1.14752435684204,,,0.274054050445557,0.00240974477492273,20505,1,20504,0,0,0,0,,,,,,,,,12210.5908203125,,,,20.226099415392,,,,,,,,,,,,25144.267578125,8657.07712974355,8657.88118682467,,,,,0.142814576625824,0.0155486771836877,,,,,,,,,,,,,No
B05,SAFIPO_smpl,,,,Neomel_Cytb,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.184004887938499,0,19157,0,19157,0,0,0,0,,,,,,,,,11304.55078125,,,,13.522334271432,,,,,,,,,,,,,8865.03414961119,8865.03414961119,,,,,0.0840760916471481,0,,,,,,,,,,,,,No
