Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),Molecular Weight(pg/µL),Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected
A01,STD10E4,,,,CluharCYTB,3657.15649414063,,Manual,Droplets Analyzed Manually,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,73143.1328125,,,3738.51611328125,3581.06103515625,18404,17582,822,0,0,0,0,,,,,,,,,8806.0234375,,,3.19078982969549,2.49248633127919,,,,,,,,,,,,13047.4931733938,7016.63889166096,12778.1298708734,,,,,3697.96337890625,3617.71752929688,,,,,,,,,,,,,No
A02,smpl,,,,CluharCYTB,1.40386664867401,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,28.0773334503174,,,2.0616352558136,0.903714895248413,19286,23,19263,0,0,0,0,,,,,,,,,8806.0234375,,,1.00275349099869,11.6558938133048,,,,,,,,,,,,14925.0025475543,6931.83690402464,6941.36935294101,,,,,1.71691298484802,1.13144648075104,,,,,,,,,,,,,No
A03,smpl,,,,CluharCYTB,No Call,,CHECK,Droplet Count < 1000,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
A04,smpl,,,,CluharCYTB,0.749362707138062,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,14.9872541427612,,,1.23756980895996,0.410418689250946,20416,13,20403,0,0,0,0,,,,,,,,,8806.0234375,,,1.11127482027541,14.2333244534065,,,,,,,,,,,,12094.5431941106,6766.20788178745,6769.60072852825,,,,,0.97720593214035,0.560074746608734,,,,,,,,,,,,,No
A05,smpl,,,,CluharCYTB,4.068115234375,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,81.3623046875,,,5.06287384033203,3.21351170539856,21727,75,21652,0,0,0,0,,,,,,,,,8806.0234375,,,0.981616382518752,12.2811967261904,,,,,,,,,,,,13092.7417317708,6849.49773081821,6871.04894820079,,,,,4.55484390258789,3.61748909950256,,,,,,,,,,,,,No
B01,STD10E4,,,,CluharCYTB,406.216949462891,,Manual,Droplets Analyzed Manually,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,8124.3388671875,,,417.137969970703,395.396362304688,18556,5418,13138,0,0,0,0,,,,,,,,,8806.0234375,,,3.80018995372702,3.74910707679965,,,,,,,,,,,,13055.0485642476,6569.97665173453,8463.49463093242,,,,,411.776245117188,400.683776855469,,,,,,,,,,,,,No
B02,smpl,,,,CluharCYTB,0.986117124557495,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,19.7223434448242,,,1.57686841487885,0.565469980239868,17903,15,17888,0,0,0,0,,,,,,,,,8806.0234375,,,1.01311214291357,7.71975997443548,,,,,,,,,,,,13524.5876953125,6571.35385997138,6577.17961585196,,,,,1.26329922676086,0.752858698368073,,,,,,,,,,,,,No
B03,smpl,,,,CluharCYTB,No Call,,CHECK,Droplet Count < 1000,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
B04,smpl,,,,CluharCYTB,1.17620325088501,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,23.5240650177002,,,1.74125242233276,0.749159097671509,22016,22,21994,0,0,0,0,,,,,,,,,8806.0234375,,,0.953336940477582,13.5144420124248,,,,,,,,,,,,15289.1181196733,6666.84340675564,6675.45941528054,,,,,1.44475650787354,0.943221628665924,,,,,,,,,,,,,No
B05,smpl,,,,CluharCYTB,1.17543518543243,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,23.5087032318115,,,1.75535714626312,0.74005138874054,21029,21,21008,0,0,0,0,,,,,,,,,8806.0234375,,,0.825034230145762,12.7474279421046,,,,,,,,,,,,14218.1923828125,6704.54826716403,6712.05154960393,,,,,1.45065665245056,0.937510669231415,,,,,,,,,,,,,No
C01,STD10E4,,,,CluharCYTB,40.7609252929688,,Manual,Droplets Analyzed Manually,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,815.218505859375,,,43.8964500427246,37.6337356567383,19117,651,18466,0,0,0,0,,,,,,,,,8806.0234375,,,2.67225028588479,2.69246178636664,,,,,,,,,,,,13393.2541462654,6758.89845148791,6984.82121956345,,,,,42.3596420288086,39.1643829345703,,,,,,,,,,,,,No
C02,smpl,,,,CluharCYTB,1.6021341085434,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,32.0426826477051,,,2.28774213790894,1.06962740421295,19840,27,19813,0,0,0,0,,,,,,,,,8806.0234375,,,1.04447899100997,15.9161022564346,,,,,,,,,,,,12727.6848234954,6535.29258577465,6543.71973246913,,,,,1.93000960350037,1.31376683712006,,,,,,,,,,,,,No
C03,smpl,,,,CluharCYTB,1.17996513843536,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,23.5993022918701,,,1.94894075393677,0.646202027797699,12968,13,12955,0,0,0,0,,,,,,,,,8806.0234375,,,1.14837086815411,4.21217384896657,,,,,,,,,,,,15406.37890625,6214.19705082648,6223.41191542553,,,,,1.53881847858429,0.881866872310638,,,,,,,,,,,,,No
