Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),Molecular Weight(pg/µL),Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected
A01,STD10E4,,,,Plafle,3051.7158203125,,Manual,Droplets Analyzed Manually,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,61034.31640625,,,3111.66845703125,2994.67041015625,19271,17831,1440,0,0,0,0,,,,,,,,,6551.9912109375,,,6.59665994870152,13.7131465991387,,,,,,,,,,,,11152.8866155677,3256.0813563029,10562.8082816285,,,,,3081.921875,3022.26538085938,,,,,,,,,,,,,No
A02,smpl,,,,Plafle,0.062048502266407,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,1.24097001552582,,,0.296373128890991,0.0026059711817652,18961,1,18960,0,0,0,0,,,,,,,,,6551.9912109375,,,,27.9350030093223,,,,,,,,,,,,6731.59521484375,3811.9112057199,3812.06518937103,,,,,0.15444478392601,0.0168148204684258,,,,,,,,,,,,,No
A03,smpl,,,,Plafle,0.134653836488724,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,2.69307661056519,,,0.431350648403168,0.0203990656882524,17475,2,17473,0,0,0,0,,,,,,,,,6551.9912109375,,,27.1112502471495,24.5251484300427,,,,,,,,,,,,12376.8989257813,4131.84338453659,4132.78702465576,,,,,0.258885681629181,0.0584378726780415,,,,,,,,,,,,,No
A04,smpl,,,,Plafle,0.191602379083633,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,3.83204746246338,,,0.507878482341766,0.0454708114266396,18422,3,18419,0,0,0,0,,,,,,,,,6551.9912109375,,,1.48926629160437,28.6824833293237,,,,,,,,,,,,9931.68522135417,3830.54936841818,3831.54293087388,,,,,0.328042328357697,0.0995654761791229,,,,,,,,,,,,,No
A05,smpl,,,,Plafle,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.188240304589272,0,18726,0,18726,0,0,0,0,,,,,,,,,6551.9912109375,,,,29.8473524796245,,,,,,,,,,,,,3647.6101860642,3647.6101860642,,,,,0.0860112681984901,0,,,,,,,,,,,,,No
A06,smpl,,,,Plafle,0.123773865401745,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,2.47547721862793,,,0.396493643522263,0.0187509041279554,19011,2,19009,0,0,0,0,,,,,,,,,6551.9912109375,,,8.55577451897091,29.0215697781698,,,,,,,,,,,,10787.55078125,3678.1933120213,3678.94123243256,,,,,0.237966805696487,0.0537162534892559,,,,,,,,,,,,,No
A07,smpl,,,,Plafle,0.241364434361458,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,4.82728862762451,,,0.569156229496002,0.0728265047073364,19499,4,19495,0,0,0,0,,,,,,,,,6551.9912109375,,,5.14876894588438,28.8613730150272,,,,,,,,,,,,10750.19921875,3576.37157575711,3577.84320561361,,,,,0.385542958974838,0.138597458600998,,,,,,,,,,,,,No
A08,smpl,,,,Plafle,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.1733618080616,0,20333,0,20333,0,0,0,0,,,,,,,,,6551.9912109375,,,,29.102057238895,,,,,,,,,,,,,3531.15190911653,3531.15190911653,,,,,0.0792132243514061,0,,,,,,,,,,,,,No
A09,smpl,,,,Plafle,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.172741577029228,0,20406,0,20406,0,0,0,0,,,,,,,,,6551.9912109375,,,,26.7617408254116,,,,,,,,,,,,,3695.69228520889,3695.69228520889,,,,,0.0789298340678215,0,,,,,,,,,,,,,No
A10,smpl,,,,Plafle,0.294891744852066,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,5.89783477783203,,,0.640893936157227,0.10367551445961,19950,5,19945,0,0,0,0,,,,,,,,,6551.9912109375,,,48.4675069537569,16.6679014234753,,,,,,,,,,,,11998.87265625,4149.07940285492,4151.0467695851,,,,,0.449149549007416,0.18081884086132,,,,,,,,,,,,,No
A11,smpl,,,,Plafle,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.171773463487625,0,20521,0,20521,0,0,0,0,,,,,,,,,6551.9912109375,,,,25.524111564079,,,,,,,,,,,,,3672.74339262981,3672.74339262981,,,,,0.0784874930977821,0,,,,,,,,,,,,,No
A12,smpl,,,,Plafle,0.0553932972252369,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,1.10786592960358,,,0.264581918716431,0.00232646614313126,21239,1,21238,0,0,0,0,,,,,,,,,6551.9912109375,,,,16.7811418615171,,,,,,,,,,,,12454.2685546875,4357.82049966911,4358.20170631985,,,,,0.137878760695457,0.0150113264098763,,,,,,,,,,,,,No
