Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),Molecular Weight(pg/µL),Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected
A01,STD10E4,,,,Plepla,4602.56787109375,,OK,,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,92051.359375,,,4726.6044921875,4490.3701171875,18803,18427,376,0,0,0,0,,,,,,,,,14568.8349609375,,,11.3721612945952,19.8890909505197,,,,,,,,,,,,19173.9592971061,9474.90528122922,18980.0091662775,,,,,4664.21728515625,4543.98876953125,,,,,,,,,,,,,No
A02,smpl,,,,Plepla,0.0595786906778812,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,1.19157385826111,,,0.284575015306473,0.00250224396586418,19747,1,19746,0,0,0,0,,,,,,,,,14568.8349609375,,,,11.9685676873396,,,,,,,,,,,,19886.67578125,10777.6968938131,10778.1581780025,,,,,0.14829695224762,0.0161455255001783,,,,,,,,,,,,,No
A03,smpl,,,,Plepla,0.308841675519943,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,6.17683362960815,,,0.671216309070587,0.108579494059086,19049,5,19044,0,0,0,0,,,,,,,,,14568.8349609375,,,1.71582329593646,12.6488408305633,,,,,,,,,,,,20206.509765625,10285.516479005,10288.1205509476,,,,,0.470398157835007,0.189372107386589,,,,,,,,,,,,,No
A04,smpl,,,,Plepla,0.347554057836533,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,6.95108127593994,,,0.710510194301605,0.136113107204437,20313,6,20307,0,0,0,0,,,,,,,,,14568.8349609375,,,1.01747572591683,13.9908132514056,,,,,,,,,,,,19145.271484375,10211.1956484083,10213.8345720048,,,,,0.510939955711365,0.223407581448555,,,,,,,,,,,,,No
A05,smpl,,,,Plepla,0.226005300879478,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,4.52010583877563,,,0.532933473587036,0.0681925266981125,20824,4,20820,0,0,0,0,,,,,,,,,14568.8349609375,,,2.58713716329368,12.7458931080325,,,,,,,,,,,,19884.1684570313,10330.5181235366,10332.3532465357,,,,,0.361007690429688,0.129778236150742,,,,,,,,,,,,,No
B01,STD10E3,,,,Plepla,438.895568847656,,OK,,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,8777.9111328125,,,450.010681152344,427.884490966797,19645,6117,13528,0,0,0,0,,,,,,,,,14568.8349609375,,,9.16300377641826,21.6699879655795,,,,,,,,,,,,18514.6355266637,9226.52959032019,12118.631601652,,,,,444.553436279297,433.264801025391,,,,,,,,,,,,,No
B02,smpl,,,,Plepla,0.125825732946396,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,2.51651477813721,,,0.403067290782928,0.0190617330372334,18701,2,18699,0,0,0,0,,,,,,,,,14568.8349609375,,,11.3518383105677,11.294852636439,,,,,,,,,,,,17979.9404296875,11076.9189571677,11077.6572087555,,,,,0.24191190302372,0.0546067133545876,,,,,,,,,,,,,No
B03,smpl,,,,Plepla,0.121555052697659,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,2.43110108375549,,,0.389385163784027,0.0184147823601961,19358,2,19356,0,0,0,0,,,,,,,,,14568.8349609375,,,3.62158863734135,12.471792280762,,,,,,,,,,,,17643.556640625,10231.8263474,10232.5921011238,,,,,0.233700722455978,0.0527533516287804,,,,,,,,,,,,,No
B04,smpl,,,,Plepla,0.693026721477509,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,13.8605346679688,,,1.16642534732819,0.3692746758461,20377,12,20365,0,0,0,0,,,,,,,,,14568.8349609375,,,0.993604835767725,13.02010741008,,,,,,,,,,,,17633.2908528646,10336.4666662511,10340.7637605358,,,,,0.913205862045288,0.51147198677063,,,,,,,,,,,,,No
B05,smpl,,,,Plepla,0.239144340157509,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,4.78288698196411,,,0.563920378684998,0.0721566826105118,19680,4,19676,0,0,0,0,,,,,,,,,14568.8349609375,,,1.12156455832387,11.11859403868,,,,,,,,,,,,18739.6584472656,10376.9101695514,10378.6099151363,,,,,0.381996482610703,0.137322694063187,,,,,,,,,,,,,No
C01,STD10E2,,,,Plepla,39.2950134277344,,OK,,DQ,PosCtrl,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,785.900268554688,,,42.3222770690918,36.2755241394043,19757,649,19108,0,0,0,0,,,,,,,,,14568.8349609375,,,10.6911075769454,21.104688849978,,,,,,,,,,,,19143.1728004021,9477.88197597211,9795.37824286764,,,,,40.838565826416,37.753490447998,,,,,,,,,,,,,No
C02,smpl,,,,Plepla,0.12406101077795,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,2.48122024536133,,,0.397413581609726,0.0187944024801254,18967,2,18965,0,0,0,0,,,,,,,,,14568.8349609375,,,4.14315918083888,11.9139280311493,,,,,,,,,,,,18635.4306640625,10137.8354883533,10138.731528336,,,,,0.238518893718719,0.0538408719003201,,,,,,,,,,,,,No
C03,smpl,,,,Plepla,0.18083319067955,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,3.61666393280029,,,0.479329019784927,0.042915228754282,19519,3,19516,0,0,0,0,,,,,,,,,14568.8349609375,,,2.39302454539176,13.6794968448451,,,,,,,,,,,,26712.908203125,10239.4721399969,10242.0040477888,,,,,0.309603363275528,0.0939695164561272,,,,,,,,,,,,,No
C04,smpl,,,,Plepla,0.251988351345062,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,5.03976726531982,,,0.594211935997009,0.0760317966341972,18677,4,18673,0,0,0,0,,,,,,,,,14568.8349609375,,,1.38461918075835,12.9409349787936,,,,,,,,,,,,17297.6987304688,10294.8281407417,10296.32792563,,,,,0.40251412987709,0.144697710871696,,,,,,,,,,,,,No
C05,smpl,,,,Plepla,0,,OK,,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,,,0.188693776726723,0,18681,0,18681,0,0,0,0,,,,,,,,,14568.8349609375,,,,12.7530449057468,,,,,,,,,,,,,10136.5818443121,10136.5818443121,,,,,0.0862184688448906,0,,,,,,,,,,,,,No
