"","file","Well","Sample description 1","Sample description 2","Sample description 3","Sample description 4","Target","Conc(copies/µL)","Molecular Weight(pg/µL)","Status","Status Reason","Experiment","SampleType","TargetType","Supermix","DyeName(s)","Copies/20µLWell","TotalConfMax","TotalConfMin","PoissonConfMax","PoissonConfMin","Accepted Droplets","Positives","Negatives","Ch1+Ch2+","Ch1+Ch2-","Ch1-Ch2+","Ch1-Ch2-","Linkage","CNV","TotalCNVMax","TotalCNVMin","PoissonCNVMax","PoissonCNVMin","ReferenceCopies","UnknownCopies","Threshold1","Threshold2","Threshold3","ThresholdSigmaAbove","ThresholdSigmaBelow","ReferenceUsed","Ratio","TotalRatioMax","TotalRatioMin","PoissonRatioMax","PoissonRatioMin","Fractional Abundance","TotalFractionalAbundanceMax","TotalFractionalAbundanceMin","PoissonFractionalAbundanceMax","PoissonFractionalAbundanceMin","MeanAmplitudeOfPositives","MeanAmplitudeOfNegatives","MeanAmplitudeTotal","ExperimentComments","MergedWells","TotalConfidenceMax68","TotalConfidenceMin68","PoissonConfidenceMax68","PoissonConfidenceMin68","TotalCNVMax68","TotalCNVMin68","PoissonCNVMax68","PoissonCNVMin68","TotalRatioMax68","TotalRatioMin68","PoissonRatioMax68","PoissonRatioMin68","TotalFractionalAbundanceMax68","TotalFractionalAbundanceMin68","PoissonFractionalAbundanceMax68","PoissonFractionalAbundanceMin68","TiltCorrected","ddpcrNo","smpldscr01","smpldscr02","smpldscr03","smpldscr04","WellNumber","conc.copies.per.uL","column_label","WellName","WellType","Fprimer","Rprimer","Stnd_dil lvl","Templvol","watervol_pr_well","Fprimer_conc","Rprimer_conc","Probe_conc","Tube_No","flNm","WellNm02","unq_fltNmb","...1","Filt.Rnd","Filt.mbr.pore","Filt.Type","Biol.Rpl.nr","unkFilt.nr","Filtreret.volume..mL.","dato.for.filtrering","Tidspnkt.start.filt","Tidspnkt.slut.filt","Tidspnkt.Filt.indfrosset","Cartridge.nummer.I.manifold","Manifold.og.pumpe.nummer","Notat","ESXNR","subESXNr","ekstraktionsudbytte_vol_fra_filter_mL","ekstraktionsdato","konc_ng_per_uL","Note_til_ekstraktion","vol_ATL_buffer_uL","vol_proteinaseK_uL","vol_AL_buffer_uL","vol_96EtOH_uL","vol_AE_buffer_for_elutering_uL","fltvol.mL","flttim.end","flttim.sta","dt.f.filt","flttim.sta_hh","flttim.sta_mm","flttim.sta_hh_mm","flttim.end_hh","flttim.end_mm","flttim.end_hh_mm","fltm_end","fltm_sta","diff.time","extrvl_mL","extrconc_ngpuL","volATL_uL","volPK_uL","dt.f.extr","diff.dt.fil.extr","mlpermin","vlf.extrc","vly.rt","filt.smpltp","filt.psz","filt.mbr","extrconc_ngpuL_Pfltvol.L","covl","tmflt_end","tmflt_frz","tm.btw_fil_freez","filt.pszc","ddpcr_copies_uL","ddpcr_copies_uL_per_L","prv.type"
"1","swk_ddpcr0059_20250114_20250114_101620_016_measure_conc_on_filters_Plafle_dil1to1.csv","A01","STD10E4",NA,NA,NA,"Plafle","3203.28198242188",NA,"Manual","Droplets Analyzed Manually","DQ","PosCtrl","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","64065.640625",NA,NA,"3272.77368164063","3137.6669921875","16608","15517","1091","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"7132.41796875",NA,NA,"5.7960949614609","14.8456649047252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11447.4964429134","2970.85441006137","10890.6553748835",NA,NA,NA,NA,"3238.22412109375","3169.34814453125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0059","STD10E4","voltempl_10uL","1E4","Plafle","A01",3203.28198242188,"1","std_10E4_Plafle_pcr274_13","standard","Plafle_F15107","Plafle_R15194","4","10","0","0.20000000000000001","0.80000000000000004","0.30000000000000004","1","setup_ddpcr0059_Plafle_dil1to1_20250114.xls","STD","STD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3203.28198242188,NA,NA
"2","swk_ddpcr0059_20250114_20250114_101620_016_measure_conc_on_filters_Plafle_dil1to1.csv","A02","smpl",NA,NA,NA,"Plafle","0.915388762950897",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","18.3077754974365",NA,NA,"1.48629796504974","0.513706862926483","18000","14","17986","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"7132.41796875",NA,NA,"3.62105057811128","27.337918757604",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10846.2322126116","4311.3139174979","4316.39663172743",NA,NA,NA,NA,"1.18262028694153","0.69183737039566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0059","smpl","voltempl_10uL",NA,"Plafle","A02",0.915388762950897,"1","1","unknown","Plafle_F15107","Plafle_R15194",NA,"10","0","0.20000000000000001","0.80000000000000004","0.30000000000000004","9","setup_ddpcr0059_Plafle_dil1to1_20250114.xls","001","001",1,"Rnd01","STX_0.22","CPS",1,"1",5000,"2024-jul-16",1101,1417,1437,NA,1,NA,35,1,0.7,"2024-aug-28",13.8,NA,720,80,400,400,200,5000,1417,1101,2024-07-16,11,"01","2024-07-16 11:01",14,"17","2024-07-16 14:17",2024-07-16 14:17:00,2024-07-16 11:01:00,196,0.7,13.8,720,80,2024-08-28,43,25.5102040816327,800,0.875,"smpl",0.22,"STX",2.76,2760,2024-07-16 14:17:00,2024-07-16 14:37:00,20,"0.22",0.915388762950897,0.183077752590179,"akvarie"
"3","swk_ddpcr0059_20250114_20250114_101620_016_measure_conc_on_filters_Plafle_dil1to1.csv","A03","smpl",NA,NA,NA,"Plafle","0.120342738926411",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","2.40685486793518",NA,NA,"0.385501235723495","0.0182311329990625","19553","2","19551","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"7132.41796875",NA,NA,"20.6685724799957","29.8180316143219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11629.9921875","4244.13166417369","4244.88713499896",NA,NA,NA,NA,"0.231369838118553","0.0522272326052189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0059","smpl","voltempl_10uL",NA,"Plafle","A03",0.120342738926411,"1","121","unknown","Plafle_F15107","Plafle_R15194",NA,"10","0","0.20000000000000001","0.80000000000000004","0.30000000000000004","17","setup_ddpcr0059_Plafle_dil1to1_20250114.xls","121","121",9,"Rnd04","STX_0.45","CPS",1,"121",5000,"2024-jul-18",1136,1457,1514,NA,1,NA,35,9,0.7,"2024-aug-28",13.8,NA,720,80,400,400,200,5000,1457,1136,2024-07-18,11,"36","2024-07-18 11:36",14,"57","2024-07-18 14:57",2024-07-18 14:57:00,2024-07-18 11:36:00,201,0.7,13.8,720,80,2024-08-28,41,24.8756218905473,800,0.875,"smpl",0.45,"STX",2.76,2760,2024-07-18 14:57:00,2024-07-18 15:14:00,17,"0.45",0.120342738926411,0.0240685477852822,"akvarie"
"4","swk_ddpcr0059_20250114_20250114_101620_016_measure_conc_on_filters_Plafle_dil1to1.csv","A04","smpl",NA,NA,NA,"Plafle","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","0",NA,NA,"0.177983984351158","0","19805","0","19805","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"7132.41796875",NA,NA,NA,"23.0906384921957",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3343.77636838324","3343.77636838324",NA,NA,NA,NA,"0.0813251137733459","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0059","smpl","voltempl_10uL",NA,"Plafle","A04",0,"1","161","unknown","Plafle_F15107","Plafle_R15194",NA,"10","0","0.20000000000000001","0.80000000000000004","0.30000000000000004","25","setup_ddpcr0059_Plafle_dil1to1_20250114.xls","161","161",17,"Rnd05","STX_0.22NK","CPS",1,"161",5000,"2024-jul-30",1055,1432,1453,NA,1,NA,35,17,0.6,"2024-aug-28",3.72,NA,720,80,400,400,200,5000,1432,1055,2024-07-30,10,"55","2024-07-30 10:55",14,"32","2024-07-30 14:32",2024-07-30 14:32:00,2024-07-30 10:55:00,217,0.6,3.72,720,80,2024-08-28,29,23.0414746543779,800,0.75,"NK",0.22,"STX",0.744,744,2024-07-30 14:32:00,2024-07-30 14:53:00,21,"0.22",0,0,"NK"
"5","swk_ddpcr0059_20250114_20250114_101620_016_measure_conc_on_filters_Plafle_dil1to1.csv","A05","smpl",NA,NA,NA,"Plafle","0.132002308964729",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","2.64004611968994",NA,NA,"0.42285567522049","0.0199973974376917","17826","2","17824","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"7132.41796875",NA,NA,"1.58383866658669","28.0197140421208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9569.18701171875","4223.25901449262","4223.85880446201",NA,NA,NA,NA,"0.253787577152252","0.0572871789336205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0059","smpl","voltempl_10uL",NA,"Plafle","A05",0.132002308964729,"1","129","unknown","Plafle_F15107","Plafle_R15194",NA,"10","0","0.20000000000000001","0.80000000000000004","0.30000000000000004","33","setup_ddpcr0059_Plafle_dil1to1_20250114.xls","129","129",25,"Rnd04","PSE_0.45","DIS",1,"129",6500,"2024-jul-19",1020,1141,1150,1,2,NA,36,1,1.4,"2024-aug-29",15.4,NA,1440,160,800,800,200,6500,1141,1020,2024-07-19,10,"20","2024-07-19 10:20",11,"41","2024-07-19 11:41",2024-07-19 11:41:00,2024-07-19 10:20:00,81,1.4,15.4,1440,160,2024-08-29,41,80.2469135802469,1600,0.875,"smpl",0.45,"PSE",2.36923076923077,2369.23076923077,2024-07-19 11:41:00,2024-07-19 11:50:00,9,"0.45",0.132002308964729,0.0203080475330352,"akvarie"
"6","swk_ddpcr0059_20250114_20250114_101620_016_measure_conc_on_filters_Plafle_dil1to1.csv","A06","smpl",NA,NA,NA,"Plafle","0.192953646183014",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","3.85907292366028",NA,NA,"0.511460721492767","0.04579146951437","18293","3","18290","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"7132.41796875",NA,NA,"42.3730228524926","22.9434236036382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11148.2216796875","3667.20736079312","3668.43422587576",NA,NA,NA,NA,"0.33035597205162","0.100267633795738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0059","smpl","voltempl_10uL",NA,"Plafle","A06",0.192953646183014,"1","137","unknown","Plafle_F15107","Plafle_R15194",NA,"10","0","0.20000000000000001","0.80000000000000004","0.30000000000000004","41","setup_ddpcr0059_Plafle_dil1to1_20250114.xls","137","137",33,"Rnd04","PSE_0.45","DIS",9,"137",4900,"2024-jul-19",1020,1452,1505,5,2,NA,36,9,1.5,"2024-aug-29",14.2,NA,1440,160,800,800,200,4900,1452,1020,2024-07-19,10,"20","2024-07-19 10:20",14,"52","2024-07-19 14:52",2024-07-19 14:52:00,2024-07-19 10:20:00,272,1.5,14.2,1440,160,2024-08-29,41,18.0147058823529,1600,0.9375,"smpl",0.45,"PSE",2.89795918367347,2897.95918367347,2024-07-19 14:52:00,2024-07-19 15:05:00,13,"0.45",0.192953646183014,0.0393782951393906,"akvarie"
"7","swk_ddpcr0059_20250114_20250114_101620_016_measure_conc_on_filters_Plafle_dil1to1.csv","A07","smpl",NA,NA,NA,"Plafle","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","0",NA,NA,"0.197136700153351","0","17881","0","17881","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"7132.41796875",NA,NA,NA,"25.5129479916703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3532.41809946989","3532.41809946989",NA,NA,NA,NA,"0.0900760442018509","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0059","smpl","voltempl_10uL",NA,"Plafle","A07",0,"1","168","unknown","Plafle_F15107","Plafle_R15194",NA,"10","0","0.20000000000000001","0.80000000000000004","0.30000000000000004","49","setup_ddpcr0059_Plafle_dil1to1_20250114.xls","168","168",41,"Rnd05","PLC_0.22NK","DIS",4,"168",5000,"2024-jul-30",1305,2030,2047,2,2,NA,36,17,1.5,"2024-aug-29",4.69,NA,1440,160,800,800,200,5000,2030,1305,2024-07-30,13,"05","2024-07-30 13:05",20,"30","2024-07-30 20:30",2024-07-30 20:30:00,2024-07-30 13:05:00,445,1.5,4.69,1440,160,2024-08-29,30,11.2359550561798,1600,0.9375,"NK",0.22,"PLC",0.938,938,2024-07-30 20:30:00,2024-07-30 20:47:00,17,"0.22",0,0,"NK"
"8","swk_ddpcr0059_20250114_20250114_101620_016_measure_conc_on_filters_Plafle_dil1to1.csv","A08","smpl",NA,NA,NA,"Plafle","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","0",NA,NA,"0.190437123179436","0","18510","0","18510","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"7132.41796875",NA,NA,NA,"41.4029703484435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3191.631323994","3191.631323994",NA,NA,NA,NA,"0.0870150104165077","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0059","smpl","voltempl_10uL",NA,"Plafle","A08",0,"1","200","unknown","Plafle_F15107","Plafle_R15194",NA,"10","0","0.20000000000000001","0.80000000000000004","0.30000000000000004","57","setup_ddpcr0059_Plafle_dil1to1_20250114.xls","200","200",49,"Rnd05","PLC_3.00NK","DIS",4,"200",5000,"2024-jul-30",1755,1938,1945,8,3,NA,36,25,1.4,"2024-aug-29",0.675,NA,1440,160,800,800,200,5000,1938,1755,2024-07-30,17,"55","2024-07-30 17:55",19,"38","2024-07-30 19:38",2024-07-30 19:38:00,2024-07-30 17:55:00,103,1.4,0.675,1440,160,2024-08-29,30,48.5436893203884,1600,0.875,"NK",3,"PLC",0.135,135,2024-07-30 19:38:00,2024-07-30 19:45:00,7,"3",0,0,"NK"
"9","swk_ddpcr0059_20250114_20250114_101620_016_measure_conc_on_filters_Plafle_dil1to1.csv","A09","smpl",NA,NA,NA,"Plafle","0.116672836244106",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","2.33345675468445",NA,NA,"0.373743951320648","0.0176751911640167","20168","2","20166","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"7132.41796875",NA,NA,"6.60870642969487","37.5164294682718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10113.5092773438","3351.74701680156","3352.41756046088",NA,NA,NA,NA,"0.224313795566559","0.0506345927715302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0059","smpl","voltempl_10uL",NA,"Plafle","A09",0.116672836244106,"1","55","unknown","Plafle_F15107","Plafle_R15194",NA,"10","0","0.20000000000000001","0.80000000000000004","0.30000000000000004","65","setup_ddpcr0059_Plafle_dil1to1_20250114.xls","055","055",57,"Rnd02","PLC_0.80","DIS",7,"55",5500,"2024-jul-17",1048,1559,1614,4,2,NA,37,7,1.4,"2024-sep-04",12.6,NA,1440,160,800,800,200,5500,1559,1048,2024-07-17,10,"48","2024-07-17 10:48",15,"59","2024-07-17 15:59",2024-07-17 15:59:00,2024-07-17 10:48:00,311,1.4,12.6,1440,160,2024-09-04,49,17.6848874598071,1600,0.875,"smpl",0.8,"PLC",2.29090909090909,2290.90909090909,2024-07-17 15:59:00,2024-07-17 16:14:00,15,"0.8",0.116672836244106,0.0212132429534738,"akvarie"
"10","swk_ddpcr0059_20250114_20250114_101620_016_measure_conc_on_filters_Plafle_dil1to1.csv","A10","smpl",NA,NA,NA,"Plafle","0.273960947990417",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM","5.47921895980835",NA,NA,"0.595398485660553","0.0963174030184746","21474","5","21469","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,"7132.41796875",NA,NA,"7.40884634447898","36.0891350944504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10986.8201171875","3428.04106033882","3429.80104428611",NA,NA,NA,NA,"0.417267948389053","0.167985305190086",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","ddpcr0059","smpl","voltempl_10uL",NA,"Plafle","A10",0.273960947990417,"1","63","unknown","Plafle_F15107","Plafle_R15194",NA,"10","0","0.20000000000000001","0.80000000000000004","0.30000000000000004","73","setup_ddpcr0059_Plafle_dil1to1_20250114.xls","063","063",65,"Rnd02","PLC_0.80","DIS",15,"63",5000,"2024-jul-17",1048,1701,1750,8,2,NA,37,15,1.4,"2024-sep-04",15.2,NA,1440,160,800,800,200,5000,1701,1048,2024-07-17,10,"48","2024-07-17 10:48",17,"01","2024-07-17 17:01",2024-07-17 17:01:00,2024-07-17 10:48:00,373,1.4,15.2,1440,160,2024-09-04,49,13.4048257372654,1600,0.875,"smpl",0.8,"PLC",3.04,3040,2024-07-17 17:01:00,2024-07-17 17:50:00,49,"0.8",0.273960947990417,0.0547921895980834,"akvarie"
